RegressionType	ModelFamily	ModelSize	ModelSeed	ModelStep	Rsquared	Rsquared_val
UnmatchedNgram_WCDCC	pythia	160m	seed4	32000	0.6184761495819626	0.6216636443146402
UnmatchedNgram_UCDWiki	pythia	160m	seed4	32000	0.6326179549728914	0.6352228834274227
UnmatchedNgram_WCDWiki	pythia	160m	seed4	32000	0.6280247170630648	0.6310934703796107
MatchedNgram_UCDCC	pythia	160m	seed4	32000	0.6304351524819787	0.6333579583234034
MatchedNgram_WCDCC	pythia	160m	seed4	32000	0.629400498567112	0.6326051687287739
MatchedNgram_UCDWiki	pythia	160m	seed4	32000	0.6410520294252624	0.6439109593899125
MatchedNgram_WCDWiki	pythia	160m	seed4	32000	0.6379069261901675	0.6409099519161925
UnmatchedNgram_UCDCC	pythia	160m	seed8	128000	0.6076376530414207	0.6084862246390734
UnmatchedNgram_WCDCC	pythia	160m	seed8	128000	0.6062816001040829	0.6073544974599892
UnmatchedNgram_UCDWiki	pythia	160m	seed8	128000	0.6199826414248085	0.6213544925664292
UnmatchedNgram_WCDWiki	pythia	160m	seed8	128000	0.6155639508504873	0.6168926869724609
MatchedNgram_UCDCC	pythia	160m	seed8	128000	0.6211363278932849	0.6218253896660174
MatchedNgram_WCDCC	pythia	160m	seed8	128000	0.6200950619155481	0.6210345547188412
MatchedNgram_UCDWiki	pythia	160m	seed8	128000	0.6313082008190817	0.6327070136145407
MatchedNgram_WCDWiki	pythia	160m	seed8	128000	0.6282642523834513	0.629338832134488
UnmatchedNgram_UCDCC	pythia	410m	seed4	64000	0.5828109455938657	0.5832831652783126
UnmatchedNgram_WCDCC	pythia	410m	seed4	64000	0.5809729942695484	0.5816549278353861
UnmatchedNgram_UCDWiki	pythia	410m	seed4	64000	0.5951368674411404	0.5964422427699622
UnmatchedNgram_WCDWiki	pythia	410m	seed4	64000	0.5896315240093963	0.59121688231069
MatchedNgram_UCDCC	pythia	410m	seed4	64000	0.6011745396829193	0.6028016106711385
MatchedNgram_WCDCC	pythia	410m	seed4	64000	0.5996206972855941	0.6014556167982641
MatchedNgram_UCDWiki	pythia	410m	seed4	64000	0.6112742828502469	0.613812661934916
MatchedNgram_WCDWiki	pythia	410m	seed4	64000	0.6071325989994771	0.6096363927118582
UnmatchedNgram_UCDCC	pythia	14m	seed8	512	0.8396244243589026	0.8390102341587836
UnmatchedNgram_WCDCC	pythia	14m	seed8	512	0.8409330548063093	0.8405945090196573
UnmatchedNgram_UCDWiki	pythia	14m	seed8	512	0.8372250146935483	0.8366816903014517
UnmatchedNgram_WCDWiki	pythia	14m	seed8	512	0.8380812814473786	0.8376624377802981
MatchedNgram_UCDCC	pythia	14m	seed8	512	0.8568535503229087	0.8566315652395203
MatchedNgram_WCDCC	pythia	14m	seed8	512	0.8584844247853658	0.8585331298501493
MatchedNgram_UCDWiki	pythia	14m	seed8	512	0.8544725909923792	0.8544047592773716
MatchedNgram_WCDWiki	pythia	14m	seed8	512	0.8554567884842663	0.8554810573328429
UnmatchedNgram_UCDCC	pythia	410m	seed7	4	0.10617157952454492	0.09945420456532605
UnmatchedNgram_WCDCC	pythia	410m	seed7	4	0.10552858154812172	0.09886927073875684
UnmatchedNgram_UCDWiki	pythia	410m	seed7	4	0.10984184381284656	0.10257230715888299
UnmatchedNgram_WCDWiki	pythia	410m	seed7	4	0.10945455608927934	0.10226362387793198
MatchedNgram_UCDCC	pythia	410m	seed7	4	0.10949755000709849	0.10248562027840369
MatchedNgram_WCDCC	pythia	410m	seed7	4	0.10898575683027378	0.10201137004130045
MatchedNgram_UCDWiki	pythia	410m	seed7	4	0.11270660868452065	0.105307319999427
MatchedNgram_WCDWiki	pythia	410m	seed7	4	0.11235444398306382	0.1050615192541946
UnmatchedNgram_UCDCC	pythia	410m	seed7	143000	0.5783698908233281	0.5845228772010302
UnmatchedNgram_WCDCC	pythia	410m	seed7	143000	0.5765154625768946	0.582773388972105
UnmatchedNgram_UCDWiki	pythia	410m	seed7	143000	0.5913730720542927	0.5977773716555892
UnmatchedNgram_WCDWiki	pythia	410m	seed7	143000	0.585501071203175	0.5920771765711207
MatchedNgram_UCDCC	pythia	410m	seed7	143000	0.6002838841679311	0.6034699205437736
MatchedNgram_WCDCC	pythia	410m	seed7	143000	0.598705165592607	0.6020107340295444
MatchedNgram_UCDWiki	pythia	410m	seed7	143000	0.6109548863339223	0.6146400008103966
MatchedNgram_WCDWiki	pythia	410m	seed7	143000	0.6064488206179818	0.6100230921191735
UnmatchedNgram_UCDCC	pythia	70m	seed3	2000	0.6912784291229095	0.6940562122452394
UnmatchedNgram_WCDCC	pythia	70m	seed3	2000	0.69180984207482	0.6949210184459165
UnmatchedNgram_UCDWiki	pythia	70m	seed3	2000	0.7003124429642809	0.7023241026518676
UnmatchedNgram_WCDWiki	pythia	70m	seed3	2000	0.6995200358615217	0.702092646035612
MatchedNgram_UCDCC	pythia	70m	seed3	2000	0.6833276397197321	0.6860086922350092
MatchedNgram_WCDCC	pythia	70m	seed3	2000	0.6844086744759545	0.6875035935492634
MatchedNgram_UCDWiki	pythia	70m	seed3	2000	0.6903699459853028	0.6925285515642712
MatchedNgram_WCDWiki	pythia	70m	seed3	2000	0.6909978479247566	0.6934627212573421
UnmatchedNgram_UCDCC	pythia	70m	seed1	1	0.007366572909222602	0.008193243114608673
UnmatchedNgram_WCDCC	pythia	70m	seed1	1	0.007429623229207483	0.00824886708291861
UnmatchedNgram_UCDWiki	pythia	70m	seed1	1	0.00776724063731582	0.008649904356509919
UnmatchedNgram_WCDWiki	pythia	70m	seed1	1	0.007861637023771295	0.008855485251301642
MatchedNgram_UCDCC	pythia	70m	seed1	1	0.007529408181025654	0.008108394510766836
MatchedNgram_WCDCC	pythia	70m	seed1	1	0.007601103299731404	0.008173191742284702
MatchedNgram_UCDWiki	pythia	70m	seed1	1	0.008008505531645116	0.008670219330152329
MatchedNgram_WCDWiki	pythia	70m	seed1	1	0.00811311292262995	0.00891442621503824
UnmatchedNgram_UCDCC	pythia	70m	seed8	4000	0.670304429294347	0.6716857533877998
UnmatchedNgram_WCDCC	pythia	70m	seed8	4000	0.6703951758462906	0.6721067153221754
UnmatchedNgram_UCDWiki	pythia	70m	seed8	4000	0.6833611006989679	0.6841927842666851
UnmatchedNgram_WCDWiki	pythia	70m	seed8	4000	0.6819043483362865	0.6832870521838801
MatchedNgram_UCDCC	pythia	70m	seed8	4000	0.6723890374692059	0.6746581863149863
MatchedNgram_WCDCC	pythia	70m	seed8	4000	0.6730283471847898	0.6756672515922547
MatchedNgram_UCDWiki	pythia	70m	seed8	4000	0.6834086639640251	0.6853944439688202
MatchedNgram_WCDWiki	pythia	70m	seed8	4000	0.6835208908407389	0.6857154050976917
UnmatchedNgram_UCDCC	pythia	160m	seed5	32	0.5533266539525143	0.549077310490453
UnmatchedNgram_WCDCC	pythia	160m	seed5	32	0.552722048704963	0.5483595768153577
UnmatchedNgram_UCDWiki	pythia	160m	seed5	32	0.562284385590412	0.5575978490228698
UnmatchedNgram_WCDWiki	pythia	160m	seed5	32	0.5656753318097947	0.56099898709086
MatchedNgram_UCDCC	pythia	160m	seed5	32	0.5717347445616898	0.5676999645431421
MatchedNgram_WCDCC	pythia	160m	seed5	32	0.5714630693477907	0.5673175240042239
MatchedNgram_UCDWiki	pythia	160m	seed5	32	0.5793296397366956	0.5750300324275082
MatchedNgram_WCDWiki	pythia	160m	seed5	32	0.5826818235608373	0.5783451392663734
UnmatchedNgram_UCDCC	pythia	31m	seed1	1	0.001661289122978471	0.001965307773706737
UnmatchedNgram_WCDCC	pythia	31m	seed1	1	0.0017165821736018216	0.001986199636161312
UnmatchedNgram_UCDWiki	pythia	31m	seed1	1	0.0046503646450680725	0.004629876197233762
UnmatchedNgram_WCDWiki	pythia	31m	seed1	1	0.004483251950836431	0.004554086912520572
MatchedNgram_UCDCC	pythia	31m	seed1	1	0.0016363457899813971	0.0019296931774674952
MatchedNgram_WCDCC	pythia	31m	seed1	1	0.0016937034278505791	0.0019542353454655714
MatchedNgram_UCDWiki	pythia	31m	seed1	1	0.0047551118139947945	0.004727710242681149
MatchedNgram_WCDWiki	pythia	31m	seed1	1	0.004579209153847463	0.004655631703047947
UnmatchedNgram_UCDCC	pythia	160m	seed5	8	0.15343258934235715	0.14857656465379687
UnmatchedNgram_WCDCC	pythia	160m	seed5	8	0.153263909588373	0.1483491533142941
UnmatchedNgram_UCDWiki	pythia	160m	seed5	8	0.1556652042000055	0.1510289389313677
UnmatchedNgram_WCDWiki	pythia	160m	seed5	8	0.15568184382053363	0.15106339154468362
MatchedNgram_UCDCC	pythia	160m	seed5	8	0.15851102352348867	0.15482740434790787
MatchedNgram_WCDCC	pythia	160m	seed5	8	0.15841340607266707	0.1547005087361627
MatchedNgram_UCDWiki	pythia	160m	seed5	8	0.16026760692988318	0.15679176099463243
MatchedNgram_WCDWiki	pythia	160m	seed5	8	0.16030892689045795	0.15684045910524902
UnmatchedNgram_UCDCC	pythia	410m	seed6	1000	0.7386317150438589	0.7399594527383868
UnmatchedNgram_WCDCC	pythia	410m	seed6	1000	0.7411717318405149	0.7426225759806314
UnmatchedNgram_UCDWiki	pythia	410m	seed6	1000	0.7427165378585161	0.7438174839273917
UnmatchedNgram_WCDWiki	pythia	410m	seed6	1000	0.7451593165573474	0.7464758890420619
MatchedNgram_UCDCC	pythia	410m	seed6	1000	0.7303126127889605	0.7325643660699133
MatchedNgram_WCDCC	pythia	410m	seed6	1000	0.7335359975269462	0.735953091249061
MatchedNgram_UCDWiki	pythia	410m	seed6	1000	0.7326706586987839	0.7349337539524828
MatchedNgram_WCDWiki	pythia	410m	seed6	1000	0.7362158917397488	0.7385041519041714
UnmatchedNgram_UCDCC	pythia	1b	seed1234	16	0.5915108928435794	0.5907649489572022
UnmatchedNgram_WCDCC	pythia	1b	seed1234	16	0.5902942356012111	0.5894446881553861
UnmatchedNgram_UCDWiki	pythia	1b	seed1234	16	0.5995283718065092	0.5983628896171405
UnmatchedNgram_WCDWiki	pythia	1b	seed1234	16	0.6013916571257177	0.600101933637032
MatchedNgram_UCDCC	pythia	1b	seed1234	16	0.611559016971393	0.6110449937555431
MatchedNgram_WCDCC	pythia	1b	seed1234	16	0.610756880537859	0.6101628255047276
MatchedNgram_UCDWiki	pythia	1b	seed1234	16	0.6181868077360291	0.6174608109882231
MatchedNgram_WCDWiki	pythia	1b	seed1234	16	0.6200609351824118	0.6192201859565621
UnmatchedNgram_UCDCC	pythia	14m	seed7	128000	0.6804684360241429	0.6820304381616735
UnmatchedNgram_WCDCC	pythia	14m	seed7	128000	0.6813567127657791	0.6831552776758796
UnmatchedNgram_UCDWiki	pythia	14m	seed7	128000	0.6920386829520089	0.6938004197159848
UnmatchedNgram_WCDWiki	pythia	14m	seed7	128000	0.6929322318302551	0.6950156357397397
MatchedNgram_UCDCC	pythia	14m	seed7	128000	0.6823392321278616	0.6814201876756976
MatchedNgram_WCDCC	pythia	14m	seed7	128000	0.6837315734424178	0.6831365399010525
MatchedNgram_UCDWiki	pythia	14m	seed7	128000	0.6919995215003972	0.6916434514752263
MatchedNgram_WCDWiki	pythia	14m	seed7	128000	0.6941684929652117	0.6939749614639097
UnmatchedNgram_UCDCC	pythia	31m	seed4	16000	0.6633382191691588	0.6651261629782098
UnmatchedNgram_WCDCC	pythia	31m	seed4	16000	0.6638181520292703	0.6660321177055517
UnmatchedNgram_UCDWiki	pythia	31m	seed4	16000	0.6760214416747091	0.6777276792444504
UnmatchedNgram_WCDWiki	pythia	31m	seed4	16000	0.6757332844530055	0.6784344854243296
MatchedNgram_UCDCC	pythia	31m	seed4	16000	0.6664430652997018	0.6677347676750556
MatchedNgram_WCDCC	pythia	31m	seed4	16000	0.6674798385631069	0.6692568213229123
MatchedNgram_UCDWiki	pythia	31m	seed4	16000	0.6773299521477607	0.6788634989774054
MatchedNgram_WCDWiki	pythia	31m	seed4	16000	0.6785175342799435	0.6807690589587214
UnmatchedNgram_UCDCC	pythia	410m	seed6	32000	0.5852352180481809	0.5878213516065509
UnmatchedNgram_WCDCC	pythia	410m	seed6	32000	0.5835906449276548	0.5863572840059191
UnmatchedNgram_UCDWiki	pythia	410m	seed6	32000	0.5983796388588705	0.6012009492600812
UnmatchedNgram_WCDWiki	pythia	410m	seed6	32000	0.5929494901214609	0.5960425289935546
MatchedNgram_UCDCC	pythia	410m	seed6	32000	0.6047075698395344	0.6063408727582134
MatchedNgram_WCDCC	pythia	410m	seed6	32000	0.6033700235062132	0.6051899236846935
MatchedNgram_UCDWiki	pythia	410m	seed6	32000	0.615636430674285	0.617702389283531
MatchedNgram_WCDWiki	pythia	410m	seed6	32000	0.6115816895604727	0.6136215354495811
UnmatchedNgram_UCDCC	pythia	31m	seed9	16	0.06305143259143753	0.06424911678214085
UnmatchedNgram_WCDCC	pythia	31m	seed9	16	0.06277174164907984	0.06398998702944991
UnmatchedNgram_UCDWiki	pythia	31m	seed9	16	0.06434510362803025	0.06580447064648198
UnmatchedNgram_WCDWiki	pythia	31m	seed9	16	0.06470522123398115	0.0661266545487017
MatchedNgram_UCDCC	pythia	31m	seed9	16	0.06540245957365531	0.06701262655505724
MatchedNgram_WCDCC	pythia	31m	seed9	16	0.06520050112183706	0.06683488014992545
MatchedNgram_UCDWiki	pythia	31m	seed9	16	0.0665686585556049	0.06840650015558447
MatchedNgram_WCDWiki	pythia	31m	seed9	16	0.06696009165492844	0.06874643714866924
UnmatchedNgram_UCDCC	pythia	70m	seed1	2	0.007253731933896335	0.008076345574896115
UnmatchedNgram_WCDCC	pythia	70m	seed1	2	0.007317529523859556	0.008132593922196563
UnmatchedNgram_UCDWiki	pythia	70m	seed1	2	0.007659192312482799	0.008537937236434923
UnmatchedNgram_WCDWiki	pythia	70m	seed1	2	0.00775477183597173	0.008745448886206875
MatchedNgram_UCDCC	pythia	70m	seed1	2	0.007413011838186434	0.007989368465170066
MatchedNgram_WCDCC	pythia	70m	seed1	2	0.007485373438334886	0.008054777737227514
MatchedNgram_UCDWiki	pythia	70m	seed1	2	0.007896874540766263	0.008556270911221575
MatchedNgram_WCDWiki	pythia	70m	seed1	2	0.00800271551684606	0.008802517457470183
UnmatchedNgram_UCDCC	pythia	14m	seed8	128	0.5076567381514243	0.507238340745191
UnmatchedNgram_WCDCC	pythia	14m	seed8	128	0.5088863608991219	0.5085055937225198
UnmatchedNgram_UCDWiki	pythia	14m	seed8	128	0.5084398039104454	0.5081433605989997
UnmatchedNgram_WCDWiki	pythia	14m	seed8	128	0.5145546676141071	0.5142210686920489
MatchedNgram_UCDCC	pythia	14m	seed8	128	0.5245669680161205	0.5237908322432385
MatchedNgram_WCDCC	pythia	14m	seed8	128	0.526076742312626	0.5253261247079317
MatchedNgram_UCDWiki	pythia	14m	seed8	128	0.525137993975764	0.5245816134835978
MatchedNgram_WCDWiki	pythia	14m	seed8	128	0.5310552387487597	0.5304527073267711
UnmatchedNgram_UCDCC	pythia	160m	seed4	143000	0.6172011375565931	0.6199955744141672
UnmatchedNgram_WCDCC	pythia	160m	seed4	143000	0.6156777270233773	0.618693933739183
UnmatchedNgram_UCDWiki	pythia	160m	seed4	143000	0.629932077855557	0.6325865302422633
UnmatchedNgram_WCDWiki	pythia	160m	seed4	143000	0.625060226487538	0.6280058133783732
MatchedNgram_UCDCC	pythia	160m	seed4	143000	0.6281292881391345	0.6308849691280394
MatchedNgram_WCDCC	pythia	160m	seed4	143000	0.6269531763897521	0.6299707932267378
MatchedNgram_UCDWiki	pythia	160m	seed4	143000	0.6386931704655946	0.6415973624571537
MatchedNgram_WCDWiki	pythia	160m	seed4	143000	0.6352577760348577	0.6381451081525528
UnmatchedNgram_UCDCC	pythia	410m	seed3	2	0.0023080987515571305	0.0036469683704350997
UnmatchedNgram_WCDCC	pythia	410m	seed3	2	0.002254959460605055	0.0036030158482213137
UnmatchedNgram_UCDWiki	pythia	410m	seed3	2	0.00213220272353587	0.00327636378340157
UnmatchedNgram_WCDWiki	pythia	410m	seed3	2	0.0020880820758316654	0.0032770994532125286
MatchedNgram_UCDCC	pythia	410m	seed3	2	0.0020228878903572056	0.003190880598836654
MatchedNgram_WCDCC	pythia	410m	seed3	2	0.0019802039042274844	0.0031551246763005247
MatchedNgram_UCDWiki	pythia	410m	seed3	2	0.001922523998443837	0.0029433220749767175
MatchedNgram_WCDWiki	pythia	410m	seed3	2	0.0018769532042097747	0.002941064529737303
UnmatchedNgram_UCDCC	pythia	70m	seed4	2	0.018412307296124752	0.016504921755369883
UnmatchedNgram_WCDCC	pythia	70m	seed4	2	0.018171227580339955	0.01620545460075129
UnmatchedNgram_UCDWiki	pythia	70m	seed4	2	0.01774537959890965	0.015500120994414335
UnmatchedNgram_WCDWiki	pythia	70m	seed4	2	0.017765724105574754	0.015556673832073598
MatchedNgram_UCDCC	pythia	70m	seed4	2	0.01893812666672212	0.017119762109292336
MatchedNgram_WCDCC	pythia	70m	seed4	2	0.01873235522713057	0.016865608327383486
MatchedNgram_UCDWiki	pythia	70m	seed4	2	0.018349858756982806	0.01623492958408279
MatchedNgram_WCDWiki	pythia	70m	seed4	2	0.018357977884380983	0.01628204226452923
UnmatchedNgram_UCDCC	pythia	410m	seed1234	1	0.0033242876807307864	0.003025539945011535
UnmatchedNgram_WCDCC	pythia	410m	seed1234	1	0.004233067410936875	0.004120771175280424
UnmatchedNgram_UCDWiki	pythia	410m	seed1234	1	0.005515593813081088	0.0064840050713982356
UnmatchedNgram_WCDWiki	pythia	410m	seed1234	1	0.007903106698536999	0.009171727984923161
MatchedNgram_UCDCC	pythia	410m	seed1234	1	0.002851192203109254	0.002985751414770199
MatchedNgram_WCDCC	pythia	410m	seed1234	1	0.003882187343024701	0.004087263206706382
MatchedNgram_UCDWiki	pythia	410m	seed1234	1	0.0051525750985648155	0.006475518431772076
MatchedNgram_WCDWiki	pythia	410m	seed1234	1	0.007739658554834827	0.009215672273024111
UnmatchedNgram_UCDCC	pythia	31m	seed2	143000	0.6730921080934061	0.6752552659989186
UnmatchedNgram_WCDCC	pythia	31m	seed2	143000	0.6735197967991016	0.6759163987914449
UnmatchedNgram_UCDWiki	pythia	31m	seed2	143000	0.684195323161222	0.6859082840703711
UnmatchedNgram_WCDWiki	pythia	31m	seed2	143000	0.6838688078002925	0.6862379688259115
MatchedNgram_UCDCC	pythia	31m	seed2	143000	0.6746173103418647	0.6769306017788344
MatchedNgram_WCDCC	pythia	31m	seed2	143000	0.6755471150935904	0.6781469061319505
MatchedNgram_UCDWiki	pythia	31m	seed2	143000	0.6839619966723323	0.6860715821641863
MatchedNgram_WCDWiki	pythia	31m	seed2	143000	0.6850114568143072	0.6875030798930684
UnmatchedNgram_UCDCC	pythia	31m	seed1234	32000	0.6595036931613862	0.6630714991293193
UnmatchedNgram_WCDCC	pythia	31m	seed1234	32000	0.6586489768778687	0.6629017567685118
UnmatchedNgram_UCDWiki	pythia	31m	seed1234	32000	0.671845631314727	0.6753929126837224
UnmatchedNgram_WCDWiki	pythia	31m	seed1234	32000	0.6707963875635778	0.6750858265810719
MatchedNgram_UCDCC	pythia	31m	seed1234	32000	0.6614548794614962	0.6661418766224845
MatchedNgram_WCDCC	pythia	31m	seed1234	32000	0.6612779515154427	0.6666817897886804
MatchedNgram_UCDWiki	pythia	31m	seed1234	32000	0.6716621685904145	0.6766167788254087
MatchedNgram_WCDWiki	pythia	31m	seed1234	32000	0.6721812711595708	0.6775454879985561
UnmatchedNgram_UCDCC	pythia	31m	seed5	256	0.9070660379389256	0.9067857775687804
UnmatchedNgram_WCDCC	pythia	31m	seed5	256	0.9078356440255462	0.9075438994942667
UnmatchedNgram_UCDWiki	pythia	31m	seed5	256	0.905904287801198	0.9058059830426052
UnmatchedNgram_WCDWiki	pythia	31m	seed5	256	0.9064814041338674	0.9063751726084235
MatchedNgram_UCDCC	pythia	31m	seed5	256	0.921278739814928	0.9218550939235993
MatchedNgram_WCDCC	pythia	31m	seed5	256	0.9222815874645034	0.9228155105953657
MatchedNgram_UCDWiki	pythia	31m	seed5	256	0.9198768042028107	0.9207239868307328
MatchedNgram_WCDWiki	pythia	31m	seed5	256	0.9204719472553244	0.9212731665768229
UnmatchedNgram_UCDCC	pythia	70m	seed6	128	0.8749670060263611	0.8747049173736099
UnmatchedNgram_WCDCC	pythia	70m	seed6	128	0.8762380452924808	0.8759484237121317
UnmatchedNgram_UCDWiki	pythia	70m	seed6	128	0.8744076537930106	0.8742822851100871
UnmatchedNgram_WCDWiki	pythia	70m	seed6	128	0.8761129492689385	0.8759819463751523
MatchedNgram_UCDCC	pythia	70m	seed6	128	0.8899759211597862	0.8902358641811499
MatchedNgram_WCDCC	pythia	70m	seed6	128	0.8914847672138865	0.8916806583566907
MatchedNgram_UCDWiki	pythia	70m	seed6	128	0.8888626287254404	0.8893928102199554
MatchedNgram_WCDWiki	pythia	70m	seed6	128	0.8905494750420926	0.8910083426663524
UnmatchedNgram_UCDCC	pythia	1b	seed1234	1	0.000266326323300925	-0.00039542811152459834
UnmatchedNgram_WCDCC	pythia	1b	seed1234	1	0.00025599096483475137	-0.0003980204442088908
UnmatchedNgram_UCDWiki	pythia	1b	seed1234	1	0.0006361507259476928	4.532309401483747e-05
UnmatchedNgram_WCDWiki	pythia	1b	seed1234	1	0.0009266058704386904	0.00015212666295794097
MatchedNgram_UCDCC	pythia	1b	seed1234	1	0.0001843115679325269	-0.0003107979415841733
MatchedNgram_WCDCC	pythia	1b	seed1234	1	0.00019788315012703173	-0.0003009777375662104
MatchedNgram_UCDWiki	pythia	1b	seed1234	1	0.0005708803242334692	0.0001628844084403669
MatchedNgram_WCDWiki	pythia	1b	seed1234	1	0.0008497246412917381	0.0002788092020158395
UnmatchedNgram_UCDCC	pythia	1_4b	seed1234	4000	0.6166448263173456	0.6173608547284826
UnmatchedNgram_WCDCC	pythia	1_4b	seed1234	4000	0.6153898554703294	0.6163212310287769
UnmatchedNgram_UCDWiki	pythia	1_4b	seed1234	4000	0.6276582684154872	0.6285251671005476
UnmatchedNgram_WCDWiki	pythia	1_4b	seed1234	4000	0.6233532646135758	0.6245077255957852
MatchedNgram_UCDCC	pythia	1_4b	seed1234	4000	0.6269431121152027	0.6309446160209118
MatchedNgram_WCDCC	pythia	1_4b	seed1234	4000	0.6260429986909866	0.6302620838163149
MatchedNgram_UCDWiki	pythia	1_4b	seed1234	4000	0.6360736284099936	0.6403269075369413
MatchedNgram_WCDWiki	pythia	1_4b	seed1234	4000	0.6331552704243524	0.6373725917314578
UnmatchedNgram_UCDCC	pythia	31m	seed5	2000	0.7102798559562049	0.7124768007258634
UnmatchedNgram_WCDCC	pythia	31m	seed5	2000	0.7112949555027943	0.7138719190554924
UnmatchedNgram_UCDWiki	pythia	31m	seed5	2000	0.7194764276290674	0.7212214814467297
UnmatchedNgram_WCDWiki	pythia	31m	seed5	2000	0.7197167334689945	0.7220049896829124
MatchedNgram_UCDCC	pythia	31m	seed5	2000	0.702495873394451	0.7052523413961211
MatchedNgram_WCDCC	pythia	31m	seed5	2000	0.7041481654839215	0.7073425902108874
MatchedNgram_UCDWiki	pythia	31m	seed5	2000	0.7096000033622779	0.7121644047819335
MatchedNgram_WCDWiki	pythia	31m	seed5	2000	0.7112599249028315	0.714109800492423
UnmatchedNgram_UCDCC	pythia	160m	seed4	128000	0.6127826693920961	0.6159411927276193
UnmatchedNgram_WCDCC	pythia	160m	seed4	128000	0.6113235425539105	0.6146663564319612
UnmatchedNgram_UCDWiki	pythia	160m	seed4	128000	0.6262847686562651	0.6292734404770617
UnmatchedNgram_WCDWiki	pythia	160m	seed4	128000	0.621365503258934	0.6246868085944921
MatchedNgram_UCDCC	pythia	160m	seed4	128000	0.624866933746836	0.6279011575055414
MatchedNgram_WCDCC	pythia	160m	seed4	128000	0.6237592246270256	0.6270216391455062
MatchedNgram_UCDWiki	pythia	160m	seed4	128000	0.6361894654319143	0.6393496638860336
MatchedNgram_WCDWiki	pythia	160m	seed4	128000	0.6327223734170169	0.6359052686727835
UnmatchedNgram_UCDCC	pythia	160m	seed6	8	0.21742431245170313	0.21144492527322112
